index,명칭,행정 구,분류3,행정구 번호,카테고리 번호,상세주소,이미지 URL,소개
112,개운산공원,성북구,공원,8,6,서울 성북구 돈암동,https://search4.kakaocdn.net/argon/130x130_85_c/FGlUE3QKLB,"개운산(開運山)은 서울특별시 성북구에 있는 산이다. 안암산(安岩山), 진석산(陳石山)이라고도 한다. 높이는 해발 134m이다.

"
113,성북공원,성북구,공원,8,6,서울 성북구 성북동,https://search2.kakaocdn.net/argon/130x130_85_c/IdFON7ljlQI,오동공원(梧桐公園)은 서울특별시 강북구와 성북구에 걸쳐 있는 대단위 공원이다.
114,훈련원공원,중구,공원,2,6,서울 중구 을지로5가 403-1,https://search1.kakaocdn.net/argon/130x130_85_c/K6xsl6pFEt5,종로5가역(鍾路5街驛)은 서울특별시 종로구 종로5가에 위치한 수도권 전철 1호선의 전철역이다.
117,손기정공원,중구,공원,2,6,서울 중구 만리동2가 6-1,https://search3.kakaocdn.net/argon/130x130_85_c/1NAUt6IUh06,"손기정공원(孫基禎公園)은 대한민국 서울특별시 중구 만리동2가에 위치한 기념공원이다. 면적은 29,682m2이다.
광장과 산책로 등 체육시설과 손기정 동상, 기념비 등이 조성되어 있고 손기정공원 내에 있는 손기정 월계관 기념수가 1982년 11월 13일 서울특별시 기념물 제5호로 지정되었다.
1936년 독일 베를린에서 개최된 하계 올림픽 육상 남자 마라톤에서 일본 선수로 출전해 금메달을 획득한 손기정 선수의 공로를 기려 손기정공원을 조성하였다.
본래 손기정의 모교인 양정고등학교가 있던 자리였으나, 1987년 서울특별시 양천구 목동으로 학교를 이전한 후 그 학교를 헐은 자리에 손기정공원을 조성하여 1987년 9월 18일 개원하였다. 서울역 서부 출구(서부역)에서 공덕동 방향에 있다."
118,염창공원,강서구,공원,16,6,서울 강서구 염창동 24-1,https://search2.kakaocdn.net/argon/130x130_85_c/6pHX3SqU9ng,"염창역(Yeomchang station, 鹽倉驛)은 서울특별시 강서구 염창동과 양천구 목2동의 경계에 위치한 서울 지하철 9호선의 지하철역이다. 급행열차가 정차한다."
119,우장공원,강서구,공원,16,6,서울 강서구 화곡동 산 60-1,https://search4.kakaocdn.net/argon/130x130_85_c/5Zkr0yEQTG,우장공원(雨裝公園)은 98.9m 높이의 우장산을 중심으로 다양한 체육시설과 휴식공간이 마련된 공원이다. 우장산이란 이름의 유래는 양천 현감이 기우제를 지냈던 것에서 유래한다. 3번째의 기우제를 드리는 날에 비가 쏟아지게 되므로 미리 비옷을 준비해 올라간다하여 우장산이라고 하였다한다. 한국폴리텍대학이 자리잡고 있기도 하다.
120,강서습지생태공원,강서구,공원,16,6,서울 강서구 방화동 748,https://search4.kakaocdn.net/argon/130x130_85_c/CW5RpimO7E3,"길동생태공원(吉洞生態公園)은 서울특별시 강동구에 있는 1999년 개장한 국내에서 두 번째로 조성된 생태공원이다. 생물 서식공간을 복원하고 시민들에게 자연체험의 기회를 제공하여 환경에 대한 이해를 높이기 위해 하남시와 인접한 천호대로변 저습지에 조성한 공원이다.
참나리, 패랭이 등의 야생 초화류가 여기저기 피어나고 말잠자리, 호랑나비가 호숫가를 선회하며, 물총새와 꼬마물떼새가 먹이를 사냥하고 흰뺨검둥오리가 호수를 누비는 이 생태공원에서는 다양한 생태학습 프로그램이 연중 운영된다."
121,개화근린공원,강서구,공원,16,6,충남 보령시 성주면 개화리 183-1,https://search1.kakaocdn.net/argon/130x130_85_c/BLG4VsnVKfr,"개화산(開花山)은 서울특별시 강서구 방화2동(개화동)에 있는 산으로서, 원래 이름은 주룡산이라고도 하고 개화산(開火山), 개화산(開化山), 봉화뚝이라고도 한다.

"
122,구암공원,강서구,공원,16,6,서울 강서구 가양동 1471,https://search3.kakaocdn.net/argon/130x130_85_c/3pdBYoYyYUo,구암 공원(龜巖公園)은 서울 강서구 가양동 1471번지에 있는 공원이다. 《동의보감》의 저자 의성 허준의 출생지이자 생을 마친 가양동에 공원을 조성하고 허준의 아호를 따서 '구암 공원'이라 이름 지었다. 공원 내에는 허준이 앉아 병자를 진료하는 모습의 동상이 있다.
123,궁산공원,강서구,공원,16,6,서울 강서구 가양동 산 8-1,https://search4.kakaocdn.net/argon/130x130_85_c/JUHspF1d1LV,"올림픽공원은 대한민국 서울특별시 송파구 올림픽로 424 (방이동 88-2)에 있는 공원이다. 1988년 서울 올림픽을 위해 건설되었으며, 현재는 일반적인 종합 공원으로 이용되고 있다. 사이클·역도·펜싱·수영·체조·테니스 등 6개의 경기장 등의 경기 시설과 소마미술관 등 다양한 문화 시설들이 함께 있다. 올림픽 공원 건설 도중 발굴된 백제 유적지 몽촌토성은 공원 내에 자리하고 있다. 올림픽공원은 야외조각공원을 비롯하여 88놀이마당, 음악 분수 등과 같은 휴식 공간이 조성되어 있다. 기타 주요 시설로는 올림픽회관, 올림픽 파크텔, 몽촌 역사관 등 각종 편익시설이 구비되어 있다."
124,꿩고개공원,강서구,공원,16,6,서울 강서구 방화동,https://search4.kakaocdn.net/argon/130x130_85_c/6UgeCFYbXA1,"올림픽공원은 대한민국 서울특별시 송파구 올림픽로 424 (방이동 88-2)에 있는 공원이다. 1988년 서울 올림픽을 위해 건설되었으며, 현재는 일반적인 종합 공원으로 이용되고 있다. 사이클·역도·펜싱·수영·체조·테니스 등 6개의 경기장 등의 경기 시설과 소마미술관 등 다양한 문화 시설들이 함께 있다. 올림픽 공원 건설 도중 발굴된 백제 유적지 몽촌토성은 공원 내에 자리하고 있다. 올림픽공원은 야외조각공원을 비롯하여 88놀이마당, 음악 분수 등과 같은 휴식 공간이 조성되어 있다. 기타 주요 시설로는 올림픽회관, 올림픽 파크텔, 몽촌 역사관 등 각종 편익시설이 구비되어 있다."
125,매화공원,강서구,공원,16,6,제주특별자치도 제주시 삼양이동 2332-2,https://search2.kakaocdn.net/argon/130x130_85_c/FaOgVB4Pym7,"매화공원(梅花公園)은 서울특별시 강서구 등촌동에 위치한 공원이다. 서울특별시가 '공장이적지 공원화사업'의 일환으로 성진유리 공장 터에 사업비 6억원을 들여 조성한 뒤 1998년 6월 18일 문을 열었다. 가양택지개발지구와는 근거리에 위치하고 있다.
매화란 명칭은 조선 시대에 이 지역에서 말을 키웠고 이 곳을 매화장이라고 한것에서 유래되었다. 

 본 문서에는 서울특별시에서 지식공유 프로젝트를 통해 퍼블릭 도메인으로 공개한 저작물을 기초로 작성된 내용이 포함되어 있습니다."
126,방화공원,강서구,공원,16,6,서울 강서구 방화동 855,https://search2.kakaocdn.net/argon/130x130_85_c/Iy7HgcMtAm1,방화공원
127,봉제산공원,강서구,공원,16,6,서울 양천구 목5동 906,https://search4.kakaocdn.net/argon/130x130_85_c/875Em30riB,"봉제산(鳳啼山)은 서울특별시 강서구에 있는 산이다. 높이는 105m이다. 매봉산, 증산이라고도 부른다.

"
128,관악산공원,관악구,공원,21,6,서울 관악구 신림동 205-1,https://search3.kakaocdn.net/argon/130x130_85_c/24LUv12VdaA,"관악산(冠岳山)은 서울특별시 관악구·금천구와 경기도 안양시·과천시의 경계에 있는 높이 632 m의 산이다. 한남정맥이 수원 광교산에서 북서쪽으로 갈라져 한강 남쪽에 이르러 마지막으로 우뚝 솟아 있다. 관악이란 이름은 산의 모양이 마치 '삿갓(冠)'처럼 생겼기 때문에 붙여진 이름이다. 산의 최고봉은 현재 기상관측소 옆 연주대 불꽃바위(632m)이다.우암 송시열은 최치원의 광분첩석을, 추사 김정희는 신위의 호인 단하시경을 암각하는 등 많은 학자들과 문인들이 산의 빼어난 산세를 예찬한 바 있다. 관악산은 바위봉우리가 많고 계곡이 깊어 언제 찾아도 산행의 재미를 느낄 수 있는 산으로 꼽힌다. 도심에서 가깝고 교통이 편리해 연평균 700여만 명의 등산객이 찾는다.

"
129,샘말공원,관악구,공원,21,6,서울 노원구 공릉동 517-13,https://search1.kakaocdn.net/argon/130x130_85_c/DbXY7TMQ5q9,"월드컵 공원(영어: World Cup Park)은 서울특별시 마포구 상암동과 성산동 일원에 2002년 FIFA 월드컵을 기념하여 조성된 공원이다. 한강변의 쓰레기 매립장이었던 난지도 쓰레기 매집장이 폐쇄된 자리와 그 주변에 조성하였으며, 평화의 공원, 하늘공원, 노을공원, 난지천공원, 난지한강공원 등 5개의 공원으로 이루어져 있다."
132,갈현근린공원,은평구,공원,12,6,서울 은평구 갈현동,https://search4.kakaocdn.net/argon/130x130_85_c/K6r2RxlcuXd,"초안산(楚安山)은 대한민국 서울특별시 도봉구, 노원구에 걸쳐있는 해발 114.1m의 산이다. 사적 440호 조선시대 분묘군에 1000여 기의 조선시대 내시를 비롯한 사대부들의 무덤이 위치해 있다. 초안산근린공원과 초안산생태공원으로 조성되었다."
134,봉산도시자연공원,은평구,공원,12,6,서울 은평구 신사동 산 55-5,https://search1.kakaocdn.net/argon/130x130_85_c/GZx42sAEvjw,"한강공원(漢江公園) 은 한강을 옛날과 같이 깨끗한 강으로 되살리자는 목표로 만든 공원이다. 1982년부터 1986년까지 만들어서, 한강의 서울지역 41.5km의 구간(하일동-개화동)이 평균 수심 2.5m, 강너비 1km의 강으로 변했다. 아울러 강변에 시민 휴식공원, 축구장, 배구장, 농구장, 수영장, 게이트볼장, 체육시설, 자연학습장, 수상스키장, 수상택시승강장, 요트장, 보트장, 낚시터, 주차장 등을 갖추어 시민들의 오락·휴양지로 이용할 수 있게 했다."
135,불광근린공원,은평구,공원,12,6,서울 은평구 불광동 산 58-2,https://search2.kakaocdn.net/argon/130x130_85_c/JTx3xxAozYx,"용왕산(龍王山)은 서울특별시 양천구 목동에 있는 산으로 높이는 해발 78m로 옛날에는 엄지산(嚴知山)이라고 불렀다고 한다.

"
137,신사근린공원,은평구,공원,12,6,서울 은평구 신사동 98-5,https://search3.kakaocdn.net/argon/130x130_85_c/2lndHwfaWJ8,"진화운수(眞和運輸)는 서울특별시의 시내버스 회사다.

"
138,용두공원,동대문구,공원,6,6,경남 사천시 용강동 337-2,https://search2.kakaocdn.net/argon/130x130_85_c/9qG78nnaQf,"올림픽공원은 대한민국 서울특별시 송파구 올림픽로 424 (방이동 88-2)에 있는 공원이다. 1988년 서울 올림픽을 위해 건설되었으며, 현재는 일반적인 종합 공원으로 이용되고 있다. 사이클·역도·펜싱·수영·체조·테니스 등 6개의 경기장 등의 경기 시설과 소마미술관 등 다양한 문화 시설들이 함께 있다. 올림픽 공원 건설 도중 발굴된 백제 유적지 몽촌토성은 공원 내에 자리하고 있다. 올림픽공원은 야외조각공원을 비롯하여 88놀이마당, 음악 분수 등과 같은 휴식 공간이 조성되어 있다. 기타 주요 시설로는 올림픽회관, 올림픽 파크텔, 몽촌 역사관 등 각종 편익시설이 구비되어 있다."
139,간데메공원,동대문구,공원,6,6,서울 동대문구 답십리동 471,https://search4.kakaocdn.net/argon/130x130_85_c/FGLkiMPz5zB,"갈 메켈(히브리어: גל מקל‎‎‎, 1988년 3월 4일 ~ )은 이스라엘의 농구 선수이다."
140,답십리공원,동대문구,공원,6,6,서울 동대문구 답십리동,https://search4.kakaocdn.net/argon/130x130_85_c/2L8xyM5vGlD,"올림픽공원은 대한민국 서울특별시 송파구 올림픽로 424 (방이동 88-2)에 있는 공원이다. 1988년 서울 올림픽을 위해 건설되었으며, 현재는 일반적인 종합 공원으로 이용되고 있다. 사이클·역도·펜싱·수영·체조·테니스 등 6개의 경기장 등의 경기 시설과 소마미술관 등 다양한 문화 시설들이 함께 있다. 올림픽 공원 건설 도중 발굴된 백제 유적지 몽촌토성은 공원 내에 자리하고 있다. 올림픽공원은 야외조각공원을 비롯하여 88놀이마당, 음악 분수 등과 같은 휴식 공간이 조성되어 있다. 기타 주요 시설로는 올림픽회관, 올림픽 파크텔, 몽촌 역사관 등 각종 편익시설이 구비되어 있다."
141,배봉산공원,동대문구,공원,6,6,서울 동대문구 휘경동,https://search1.kakaocdn.net/argon/130x130_85_c/CToNbgHZOS3,"배봉산(拜峰山)은 서울특별시 동대문구 전농동에 있는 산이다. 1992년에 공원으로 지정되었고 전체 면적은 265,582m2이다. 인근에 서울시립대학교, 삼육보건대학, 삼육의료원 서울병원 등이 있다.
사도세자의 묘소인 영우원이 수원으로 옮겨지기 전에 배봉산에 있었다. 순조의 생모 수빈 박씨의 묘소인 휘경원도 남양주로 옮겨지기 전에 배봉산에 있었다. 배봉이라는 이름의 유래는 불분명하다. 정조가 부친의 묘소를 향해 절을 했기 때문이라는 설, 산의 형상이 도성을 향해 절을 하는 형세를 보이기 때문이라는 설, 이곳에 왕실의 묘소인 영우원과 휘경원이 있어서 나그네들이 고개를 숙이고 지나게 되었기 때문이라는 설, 배봉산 앞뜰의 동적전에서 왕이 친히 농사를 지으며 하늘에 풍년을 기원한 선농제와 관련이 있다는 설 등이 있다."
142,용마공원,중랑구,공원,7,6,서울 중랑구 망우동 산 69-1,https://search4.kakaocdn.net/argon/130x130_85_c/686zWE9tzh5,"용마폭포공원(龍馬瀑暴公園)은 용마산 중턱에 있는 공원이다. 1991년 용마산공원이라는 이름으로 조성되었으며, 1997년 용마폭포공원으로 개칭되었다.또한 2018년에는 멸종위기 1급인 산양이 발견 되었다."
143,중랑캠핑숲,중랑구,공원,7,6,서울 중랑구 망우동 76,https://search3.kakaocdn.net/argon/130x130_85_c/8YCGhneKG0n,"중랑캠핑숲은 2010년 11월 20일 개원했으며 서울특별시 중랑구 망우로87길에 위치하고 있다. 총 면적이 179,666m²로 학생소풍 및 가족단위 피크닉을 주제로 한 체험형 공원이다. 건강한 숲을 주제로 한 생태공원이며 교양시설로 청소년독서실, 청소년커뮤니티센터, 생태학습존, 청소년문화전, 소규모 야외무대 설치 등 청소년 중심의 문화 공원으로 조성되었다."
144,봉화산공원,중랑구,공원,7,6,서울 중랑구 신내동 602-1,https://search2.kakaocdn.net/argon/130x130_85_c/87jQUVNzr80,"봉화산(烽火山)은 서울특별시 중랑구에 있는 산이다.
평지에 돌출되어 있는 독립구릉이다보니 ""봉우재""라는 이름도 있다. 동쪽 기슭에는 먹골배 밭이 산재해 있었지만 지금은 공원과 아파트로 잠식되어 얼마 남아있지 않다. 서쪽 기슭에는 태릉중학교와 북쪽 기슭에는 중랑구립정보도서관, 중랑구민체육센터, 원묵고등학교 등이 위치해 있으며, 남쪽 기슭에는 중랑구청이 들어서 있다. 서울 지하철 6호선의 봉화산역도 이 산에서 유래한 이름이다. 중랑구청에서는 매년 여름(5월 ~ 11월)마다 시민대상 공원이용프로그램으로 ""숲속여행""을 운영하고 있다."
145,월천근린공원,도봉구,공원,10,6,서울 도봉구 창동 28,https://search4.kakaocdn.net/argon/130x130_85_c/FzFQCmptr2K,녹천역(鹿川驛)은 서울특별시 도봉구 창동에 있는 수도권 전철 1호선의 전철역이다.
146,초안산근린공원,도봉구,공원,10,6,서울 도봉구 창동 산 48-4,https://search2.kakaocdn.net/argon/130x130_85_c/88gJYX27xXC,"초안산(楚安山)은 대한민국 서울특별시 도봉구, 노원구에 걸쳐있는 해발 114.1m의 산이다. 사적 440호 조선시대 분묘군에 1000여 기의 조선시대 내시를 비롯한 사대부들의 무덤이 위치해 있다. 초안산근린공원과 초안산생태공원으로 조성되었다."
147,초안산생태공원,도봉구,공원,10,6,서울 도봉구 창동 산 157,https://search2.kakaocdn.net/argon/130x130_85_c/GpduKMTULFz,"초안산(楚安山)은 대한민국 서울특별시 도봉구, 노원구에 걸쳐있는 해발 114.1m의 산이다. 사적 440호 조선시대 분묘군에 1000여 기의 조선시대 내시를 비롯한 사대부들의 무덤이 위치해 있다. 초안산근린공원과 초안산생태공원으로 조성되었다."
148,발바닥공원,도봉구,공원,10,6,서울 도봉구 방학3동 270-1,https://search4.kakaocdn.net/argon/130x130_85_c/7ny6TwNInKl,"올림픽공원은 대한민국 서울특별시 송파구 올림픽로 424 (방이동 88-2)에 있는 공원이다. 1988년 서울 올림픽을 위해 건설되었으며, 현재는 일반적인 종합 공원으로 이용되고 있다. 사이클·역도·펜싱·수영·체조·테니스 등 6개의 경기장 등의 경기 시설과 소마미술관 등 다양한 문화 시설들이 함께 있다. 올림픽 공원 건설 도중 발굴된 백제 유적지 몽촌토성은 공원 내에 자리하고 있다. 올림픽공원은 야외조각공원을 비롯하여 88놀이마당, 음악 분수 등과 같은 휴식 공간이 조성되어 있다. 기타 주요 시설로는 올림픽회관, 올림픽 파크텔, 몽촌 역사관 등 각종 편익시설이 구비되어 있다."
149,서울창포원,도봉구,공원,10,6,서울 도봉구 도봉동 4-1,https://search1.kakaocdn.net/argon/130x130_85_c/4a197XUO9Po,"서울창포원은 서울특별시 도봉구 마들로에 있는 공립공원이다. 매년 5,6월이 되면 창포꽃이 피어나는 특화공원으로 구성되었으며 창포 이외에도 다양한 식물을 볼 수 있다."
150,쌍문근린공원,도봉구,공원,10,6,서울 도봉구 쌍문동,https://search4.kakaocdn.net/argon/130x130_85_c/9sqUh9jplSu,"초안산(楚安山)은 대한민국 서울특별시 도봉구, 노원구에 걸쳐있는 해발 114.1m의 산이다. 사적 440호 조선시대 분묘군에 1000여 기의 조선시대 내시를 비롯한 사대부들의 무덤이 위치해 있다. 초안산근린공원과 초안산생태공원으로 조성되었다."
152,천호공원,강동구,공원,25,6,서울 강동구 천호동 360,https://search4.kakaocdn.net/argon/130x130_85_c/FUfRxJxCQpR,천호공원(千戶公園)은 대한민국 서울 강동구 천호동에 있는 공원이다.
154,길동자연생태공원,강동구,공원,25,6,서울 강동구 길동 산 7-3,https://search4.kakaocdn.net/argon/130x130_85_c/JzPiLTQJYxl,"길동생태공원(吉洞生態公園)은 서울특별시 강동구에 있는 1999년 개장한 국내에서 두 번째로 조성된 생태공원이다. 생물 서식공간을 복원하고 시민들에게 자연체험의 기회를 제공하여 환경에 대한 이해를 높이기 위해 하남시와 인접한 천호대로변 저습지에 조성한 공원이다.
참나리, 패랭이 등의 야생 초화류가 여기저기 피어나고 말잠자리, 호랑나비가 호숫가를 선회하며, 물총새와 꼬마물떼새가 먹이를 사냥하고 흰뺨검둥오리가 호수를 누비는 이 생태공원에서는 다양한 생태학습 프로그램이 연중 운영된다."
155,둔촌동 생태경관보전지역,강동구,공원,25,6,서울 강동구 둔촌동 212,https://search4.kakaocdn.net/argon/130x130_85_c/9cQIi2at3Hj,둔촌동 생태경관보전지역
157,길동생태공원,강동구,공원,25,6,서울 강동구 길동 산 7-3,https://search1.kakaocdn.net/argon/130x130_85_c/6WjbNzSPoLZ,"길동생태공원(吉洞生態公園)은 서울특별시 강동구에 있는 1999년 개장한 국내에서 두 번째로 조성된 생태공원이다. 생물 서식공간을 복원하고 시민들에게 자연체험의 기회를 제공하여 환경에 대한 이해를 높이기 위해 하남시와 인접한 천호대로변 저습지에 조성한 공원이다.
참나리, 패랭이 등의 야생 초화류가 여기저기 피어나고 말잠자리, 호랑나비가 호숫가를 선회하며, 물총새와 꼬마물떼새가 먹이를 사냥하고 흰뺨검둥오리가 호수를 누비는 이 생태공원에서는 다양한 생태학습 프로그램이 연중 운영된다."
158,동명근린공원,강동구,공원,25,6,서울 강동구 고덕2동 229,https://search3.kakaocdn.net/argon/130x130_85_c/JHN5MVEdrlS,"용왕산(龍王山)은 서울특별시 양천구 목동에 있는 산으로 높이는 해발 78m로 옛날에는 엄지산(嚴知山)이라고 불렀다고 한다.

"
159,명일근린공원,강동구,공원,25,6,서울 강동구 상일동 산 57,https://search4.kakaocdn.net/argon/130x130_85_c/47dQwHRSMgZ,"용왕산(龍王山)은 서울특별시 양천구 목동에 있는 산으로 높이는 해발 78m로 옛날에는 엄지산(嚴知山)이라고 불렀다고 한다.

"
160,샛마을근린공원,강동구,공원,25,6,서울 강동구 명일동 288,https://search4.kakaocdn.net/argon/130x130_85_c/GR6Bv6nyVHg,"용왕산(龍王山)은 서울특별시 양천구 목동에 있는 산으로 높이는 해발 78m로 옛날에는 엄지산(嚴知山)이라고 불렀다고 한다.

"
162,불암산공원,노원구,공원,11,6,서울 노원구 중계동 산 26,https://search3.kakaocdn.net/argon/130x130_85_c/16fiaX9j3aZ,"불암산(佛巖山)은 서울특별시 노원구와 경기도 남양주시 별내면에 걸쳐 있는 508m의 바위산이다. 서울특별시 노원구와 경기도 남양주시의 경계를 이루며 덕릉고개를 사이에 두고 수락산과 이웃하고 있다.
불암산은 사암으로 된 산이라 수목이 울창하지는 않지만 능선은 기암으로 이어지고 봄의 철쭉은 화원을 연상케 한다. ‘부처바위’라는 뜻의 산 이름 그대로 불암산은 가부좌를 틀고 앉아 있는 거대한 불상과 같다. 북한산과 더불어 암벽 등산 훈련 코스로 적당한 곳이어서 휴일이면 암벽 장비를 둘러맨 젊은 건각들이 끊이지 않고 찾는다. 정상에 서면 북한산, 도봉산, 비봉, 보현봉 등이 눈앞에 펼쳐진다.
관광명소로 태강릉이 있는데, 이는 조선 중종의 계비인 문정왕후 윤씨의 능인 태릉과 조선 명종과 인순왕후 심씨의 능인 강릉의 합칭이다. 문인석과 무인석의 경우 두 능이 매우 흡사하나 강릉의 경우 난간석을 터서 쌍봉능침으로 한 것이 태릉과 다르다."
163,수락산공원,노원구,공원,11,6,서울 노원구 상계동 산 151-1,https://search4.kakaocdn.net/argon/130x130_85_c/LJqeRTndM5x,"수락산(水落山)은 서울시 노원구 상계동, 경기도 의정부시, 남양주시 별내면(別內面)의 경계에 있는 산으로 높이는 638m이고 서울과 의정부간의 국도를 사이에 두고 서쪽에 자리잡은 북한산(北漢山 ,837m), 도봉산(道峰山, 739.5m)과 함께 서울의 북쪽 경계를 이룬다. 거대한 화강암 암벽이 노출되어 있다. 바위산으로 1977년 7월 9일에 공원으로 지정되었는데 둘레의 전체 면적은 6,692,795m2이다.

"
164,아차산 생태공원,광진구,공원,5,6,서울 광진구 광장동 370,https://search2.kakaocdn.net/argon/130x130_85_c/6Z3FpiAWzPl,아차산(峨嵯山)은 서울특별시 광진구 및 중랑구와 경기도 구리시의 경계에 있는 산이다. 1973년 5월 25일 자연공원으로 지정되었다. 또한 아차산의 최고봉인 용마산(龍馬山)을 끼고 중턱에 용마폭포공원(龍馬瀑布公園)이 조성되어 있다. 그래서 아차산을 용마산과 분리해서 보기도 한다.
165,서울어린이대공원,광진구,공원,5,6,서울 광진구 능동 259-1,https://search4.kakaocdn.net/argon/130x130_85_c/BDKaqXxNh79,"어린이대공원(영어: Children's Grand Park)은 대한민국 서울특별시 광진구 능동에 소재한 가족 단위 휴식 공간이다. 1973년 5월 5일 어린이날에 개장하였다. 약 53만여m2로 개장 당시에는 동양 최대의 규모였다. 푸른 숲과 파란 잔디의 녹지공간으로 이루어져 있어 어린이는 물론 청소년과 일반시민을 위한 휴식 및 문화공간으로서 시민공원의 역할을 한다. 또한 교양시설, 동물원, 식물원, 놀이시설 등을 갖춘 학습교육장으로 기능하고 있다.

"
166,아차산,광진구,공원,5,6,경기 구리시 아천동 산 49-1,https://search3.kakaocdn.net/argon/130x130_85_c/GzTuwUydMvJ,아차산(峨嵯山)은 서울특별시 광진구 및 중랑구와 경기도 구리시의 경계에 있는 산이다. 1973년 5월 25일 자연공원으로 지정되었다. 또한 아차산의 최고봉인 용마산(龍馬山)을 끼고 중턱에 용마폭포공원(龍馬瀑布公園)이 조성되어 있다. 그래서 아차산을 용마산과 분리해서 보기도 한다.
167,감로천생태공원,금천구,공원,18,6,서울 금천구 독산동 373,https://search4.kakaocdn.net/argon/130x130_85_c/2LPVQ6O5sbt,"여의도샛강생태공원(汝矣島 -江生態公園, 영어: Yeouido Saetgang Ecological Park)은 서울 영등포구 여의도동에 있는 공원이다.
갈대와 물억새가 무성하게 자라는 샛강 생태공원에는 6km의 산책로가 조성돼 있고, 20∼30m간격으로 설치된 안내판을 통해 우리 토종식물에 대해 공부할 수 있다. 대한민국 최초의 생태공원으로 천연기념물 제 323호 황조롱이를 비롯해 흰뺨검둥오리, 왜가리, 제비꽃, 말즘, 버들치 등 희귀 동식물이 살고 있다. 생태공원에는 자연을 해치지 않기 위해 벤치와 매점은 물론, 동식물들의 휴식과 수면을 위해 가로등도 설치하지 않았다. 연중 이용이 가능하나 동물의 산란기에는 일부구간의 출입이 제한된다."
168,관악산(호암산),금천구,공원,18,6,서울 금천구 시흥동 산 1-4,https://search3.kakaocdn.net/argon/130x130_85_c/6Ws8oSMIdgA,"관악산(冠岳山)은 서울특별시 관악구·금천구와 경기도 안양시·과천시의 경계에 있는 높이 632 m의 산이다. 한남정맥이 수원 광교산에서 북서쪽으로 갈라져 한강 남쪽에 이르러 마지막으로 우뚝 솟아 있다. 관악이란 이름은 산의 모양이 마치 '삿갓(冠)'처럼 생겼기 때문에 붙여진 이름이다. 산의 최고봉은 현재 기상관측소 옆 연주대 불꽃바위(632m)이다.우암 송시열은 최치원의 광분첩석을, 추사 김정희는 신위의 호인 단하시경을 암각하는 등 많은 학자들과 문인들이 산의 빼어난 산세를 예찬한 바 있다. 관악산은 바위봉우리가 많고 계곡이 깊어 언제 찾아도 산행의 재미를 느낄 수 있는 산으로 꼽힌다. 도심에서 가깝고 교통이 편리해 연평균 700여만 명의 등산객이 찾는다.

"
169,금천체육공원,금천구,공원,18,6,서울 금천구 독산동 산 118-4,https://search3.kakaocdn.net/argon/130x130_85_c/B9dc89NjfG4,"합천경찰서(陜川警察署, Hapcheon Police Station)는 경상남도지방경찰청이 관할하는 경찰서 중 하나이다. 경상남도 합천군 일대를 관할한다. 경상남도 합천군 합천읍 황강체육공원로 67에 위치하고 있다.
서장은 총경으로 보한다."
170,금천폭포공원,금천구,공원,18,6,서울 금천구 시흥동 937-2,https://search4.kakaocdn.net/argon/130x130_85_c/15Yemom41MW,"용마폭포공원(龍馬瀑暴公園)은 용마산 중턱에 있는 공원이다. 1991년 용마산공원이라는 이름으로 조성되었으며, 1997년 용마폭포공원으로 개칭되었다.또한 2018년에는 멸종위기 1급인 산양이 발견 되었다."
171,만수천공원,금천구,공원,18,6,인천 남동구 만수동 929,https://search2.kakaocdn.net/argon/130x130_85_c/CVvlDZ95nfP,"올림픽공원은 대한민국 서울특별시 송파구 올림픽로 424 (방이동 88-2)에 있는 공원이다. 1988년 서울 올림픽을 위해 건설되었으며, 현재는 일반적인 종합 공원으로 이용되고 있다. 사이클·역도·펜싱·수영·체조·테니스 등 6개의 경기장 등의 경기 시설과 소마미술관 등 다양한 문화 시설들이 함께 있다. 올림픽 공원 건설 도중 발굴된 백제 유적지 몽촌토성은 공원 내에 자리하고 있다. 올림픽공원은 야외조각공원을 비롯하여 88놀이마당, 음악 분수 등과 같은 휴식 공간이 조성되어 있다. 기타 주요 시설로는 올림픽회관, 올림픽 파크텔, 몽촌 역사관 등 각종 편익시설이 구비되어 있다."
173,까치산공원,동작구,공원,20,6,서울 강서구 화곡동 102-206,https://search3.kakaocdn.net/argon/130x130_85_c/1dxQxaDD67q,"서울 지하철 2호선(서울 地下鐵 2號線) 혹은 수도권 전철 2호선(首都圈 電鐵 2號線)은 대한민국 서울 지하철 노선이자, 수도권 전철의 운행 계통이다. 서울 주요 지역을 순환하는 을지로순환선, 성수역과 신설동역을 잇는 성수지선, 신도림역과 까치산역을 잇는 신정지선으로 구성된다.
운행 계통은 을지로순환선을 시계 방향과 반대 방향으로 순환하는 내선순환, 외선순환과 성수지선, 신정지선을 왕복하는 운행 계통이 있다. 노선 안내 등에 사용되는 색상은 ■녹색이다.
2012년 기준으로 서울 지하철 2호선은 대한민국에서 가장 붐비는 노선으로 서울 지하철 전체 이용 승객의 31%인 일평균 204만 8000명이 이 노선을 이용하고 있다. 전 구간을 서울교통공사가 담당한다."
174,노량진공원,동작구,공원,20,6,서울 동작구 상도동 900-5,https://search2.kakaocdn.net/argon/130x130_85_c/62uikvbU5Th,"노량진동(鷺梁津洞)은 서울특별시 동작구에 있으며, 행정동으로는 노량진1동과 노량진2동이 있다. 노량진1동이 관할하는 법정동에는 노량진동과 함께 본동이 있다."
